Age,Gender,City,Position,Years of experience,Years of experience in Germany,Level,Main technology,Other technologies,Yearly salary,Yearly bonus + stocks,Yearly salary one year ago,Vacation days,Employment status,Сontract duration,Main language at work,Company size,Company type,Have you lost your job due to the coronavirus outbreak?
26.0,Male,Frankfurt,Consultant,4,4,Middle,JavaScript,"Python, Javascript / Typescript",65000.0,70000,55000.0,30,Full-time employee,Unlimited contract,German,101-1000,Consulting / Agency,No
27.0,Male,Tuttlingen,Software Engineer,4,4,Junior,C#,.NET,46000.0,2000,43000.0,30,Full-time employee,Unlimited contract,German,up to 10,Product,No
29.0,Male,Berlin,Software Engineer,12,3,Senior,Go,"PHP, Go",75000.0,75000,70000.0,27,Full-time employee,Unlimited contract,English,101-1000,Product,No
29.0,Male,Bonn,Mobile Developer,5,2,Middle,Objective-C,Swift,55000.0,4000,55000.0,24,Full-time employee,Unlimited contract,English,11-50,Product,No
34.0,Male,Berlin,Software Engineer,10,10,Senior,C++,Python,76000.0,12000,73000.0,30,Full-time employee,Unlimited contract,English,101-1000,Product,No
31.0,Male,Moscow,Data Scientist,2.5,0,Lead,Python,Python,20000.0,6500,17000.0,30,Full-time employee,Unlimited contract,Russian,1000+,Bank,No
47.0,Male,Hamburg,Software Engineer,22,10,Senior,C++/C#,"C/C++, .NET, SQL",46000.0,46000,46000.0,30,Full-time employee,Unlimited contract,English,up to 10,Product,No
29.0,Male,Berlin,Backend Developer,8,1.5,Middle,Go,Python,65000.0,0,60000.0,30,Full-time employee,Unlimited contract,English,101-1000,Product,No
28.0,Male,Munich,Software Engineer,5,6,Senior,C++,"Python, C/C++",67000.0,2000,44000.0,20,Self-employed (freelancer),Unlimited contract,English,up to 10,Startup,Yes
25.0,Male,Hamburg,Data Scientist,2,2,Middle,Python,.NET,48000.0,5000,43200.0,28,Full-time employee,Unlimited contract,German,11-50,Product,No
40.0,Male,Berlin,Backend Developer,18,2.5,Senior,PHP,"PHP, SQL, Go, Docker, Postgres",60000.0,0,60000.0,28,Full-time employee,Unlimited contract,English,1000+,Product,No
30.0,Male,Berlin,DevOps,9,5,Lead,Kubernetes,"Python, Google Cloud, Kubernetes, Docker",90000.0,0,80000.0,30,Full-time employee,Unlimited contract,English,101-1000,Product,No
29.0,Male,Munich,SW Architect,8,3,Senior,C++,"Python, C/C++, Docker",73000.0,400,59000.0,30,Full-time employee,Unlimited contract,English,1000+,Product,No
37.0,Male,Heidelberg,Software Engineer,15,7,Senior,ABAP,"Javascript / Typescript, SAP / ABAP",67500.0,7500,65000.0,30,Full-time employee,Unlimited contract,English,1000+,Product,No
28.0,Male,Berlin,SRE,6,1.5,Middle,Kubernetes,"Python, Go, AWS, Kubernetes, Docker",66000.0,122.13,66000.0,27,Full-time employee,Unlimited contract,English,1000+,Product,No
28.0,Male,Stuttgart,Backend Developer,5,1.5,Middle,Java,Linux,55000.0,5000,42000.0,30,Full-time employee,Unlimited contract,German,101-1000,Product,No
33.0,Male,Berlin,Software Engineer,13,3,Senior,Ruby,"Ruby, Java / Scala, Go, AWS, Kubernetes, Docker",75000.0,20000,68000.0,27,Full-time employee,Unlimited contract,English,1000+,Product,No
40.0,Male,Frankfurt,Software Engineer,22,3,Senior,Java,"Kotlin, Javascript / Typescript, Java / Scala, Kubernetes, Docker",72000.0,5000,45000.0,30,Full-time employee,Unlimited contract,German,1000+,Product,No
29.0,Male,Berlin,Backend Developer,11,2,Senior,Python,"Python, Go, AWS, Kubernetes, Docker",85000.0,4000,85000.0,30,Full-time employee,Unlimited contract,English,51-100,Product,No
44.0,Male,Munich,Software Engineer,28,6,Senior,C#,"C/C++, .NET, SQL",78500.0,0,78500.0,30,Full-time employee,Unlimited contract,English,51-100,Product,No
32.0,Male,Berlin,Software Engineer,12,1,Senior,Java,"Python, SQL, AWS, Kubernetes, Docker",83000.0,500,75000.0,27,Full-time employee,Unlimited contract,English,1000+,Product,No
34.0,Male,Berlin,Software Engineer,15,2,Lead,Java,"Java / Scala, SQL",80000.0,12000,76000.0,28,Full-time employee,Unlimited contract,English,1000+,Product,No
26.0,Male,"Riga, Latvia",Software Engineer,4,0,Middle,JavaScript,"Javascript / Typescript, SAP / ABAP",24000.0,0,20000.0,20,Full-time employee,Unlimited contract,English,101-1000,Consulting / Agency,No
41.0,Male,Berlin,Software Engineer,19,7,Lead,Python,"C/C++, SQL, AWS, Kubernetes, Docker",95500.0,14500,94000.0,30,Full-time employee,Unlimited contract,English,1000+,Product,No
35.0,Male,Cologne,Software Engineer,14,7,Senior,C++,"Python, C/C++, SQL",72000.0,77000,70000.0,35,Full-time employee,Unlimited contract,English,101-1000,Product,No
24.0,Male,Munich,Software Engineer,3,2,Middle,Java/C++,"Python, C/C++, Javascript / Typescript, Java / Scala, SQL, Kubernetes",77600.0,43500,72000.0,30,Full-time employee,Unlimited contract,English,1000+,Product,No
35.0,Male,Hamburg,Software Engineer,13,3,Lead,Scala / Python,"Python, Ruby, Java / Scala, Google Cloud, Kubernetes, Docker",95000.0,15000,90000.0,25,Full-time employee,Unlimited contract,English,51-100,Startup,No
31.0,Male,Dusseldorf,Software Engineer,7,3,Senior,C++,"Python, C/C++, Javascript / Typescript, SQL",50400.0,50400,50000.0,27,Full-time employee,Unlimited contract,English,1000+,Product,No
30.0,Male,Moscow,Software Engineer,5,0,Middle,C,C/C++,14712.0,0,14712.0,30,Full-time employee,Unlimited contract,Russian,101-1000,Product,No
37.0,Male,Hamburg,Software Engineer,15,5,Senior,Java,"Python, Javascript / Typescript, Java / Scala, Go, AWS, Kubernetes, Docker",70000.0,0,60000.0,25,Full-time employee,Temporary contract,English,11-50,Startup,No
23.0,Male,Berlin,Software Engineer,4,1,Middle,JavaScript,"Javascript / Typescript, SQL, AWS, Docker",70500.0,0,58000.0,30,Full-time employee,Unlimited contract,English,1000+,Product,No
39.0,Male,Stuttgart,Software Engineer,11,3,Lead,PHP,"PHP, SQL, Kubernetes, Docker",75000.0,0,75000.0,30,Full-time employee,Unlimited contract,English,101-1000,Product,No
50.0,Male,Berlin,Software Engineer,29,2,Lead,C++,"C/C++, PHP, SQL",28800.0,28800,28800.0,30,Full-time employee,Unlimited contract,German,11-50,IT-Outsourcing,No
35.0,Male,Helsinki,Backend Developer,11,2.5,Senior,Python,"SQL, AWS, Docker",66000.0,2000,53000.0,28,Full-time employee,Unlimited contract,English,101-1000,Product,No
30.0,Male,Munich,Mobile Developer,8,2,Lead,Swift,Swift,75000.0,86000,60000.0,24,Full-time employee,Unlimited contract,English,11-50,Startup,No
24.0,Male,Frankfurt,Frontend Developer,3,0,Middle,JavaScript,"Javascript / Typescript, Docker",44000.0,3000,44000.0,26,Full-time employee,Unlimited contract,English,51-100,Product,No
28.0,Male,Berlin,Backend Developer,9,2,Senior,PHP,"SQL, AWS, Docker",60000.0,1000,45000.0,25,Full-time employee,Unlimited contract,English,11-50,Product,No
37.0,Male,Berlin,Software Engineer,8,5,Senior,Python,"Python, Javascript / Typescript, SQL, Go, AWS, Google Cloud, Kubernetes, Docker",76900.0,77400,70000.0,26,Full-time employee,Unlimited contract,English,101-1000,Product,No
30.0,Male,Kiev,Backend Developer,8,0,Middle,Web developer,"PHP, Javascript / Typescript, SQL, Docker",27000.0,0,27000.0,21,Full-time employee,Temporary contract,Русский,51-100,Product,No
31.0,Male,Berlin,Software Engineer,4,2,Lead,Java,"Kotlin, SQL, AWS, Kubernetes, Docker",95000.0,0,89000.0,28,Full-time employee,Unlimited contract,English,1000+,Startup,No
34.0,Male,Berlin,Mobile Developer,9,2,Senior,Android,"Kotlin, Java / Scala",72000.0,12,65000.0,27,Full-time employee,Unlimited contract,English,1000+,Product,No
39.0,Male,Berlin,DevOps,15,3,Senior,Python,"Python, Ruby, Java / Scala, Go, Rust, AWS, Kubernetes, Docker, Terraform, helm, packer",70000.0,0,70000.0,21,Full-time employee,Unlimited contract,English,101-1000,Product,No
42.0,Male,Den Haag,Backend Developer,20,6,Senior,.NET,"Python, Javascript / Typescript, SQL, AWS, Docker",75000.0,0,75000.0,25,Full-time employee,Unlimited contract,English,101-1000,Product,No
26.0,Male,London,Frontend Developer,8,0,Senior,"TypeScript, React","Javascript / Typescript, Google Cloud, Kubernetes, Docker",105000.0,60000,85000.0,30,Full-time employee,Unlimited contract,English,1000+,Startup,No
27.0,Male,Amsterdam,ML Engineer,4,1,Middle,Python,"Python, R, SQL, SAP / ABAP, AWS, Kubernetes, Docker",62000.0,62000,40000.0,25,Full-time employee,Unlimited contract,English,1000+,Product,No
27.0,Male,Berlin,Tech Lead / Full-Stack,5,3.5,Lead,Python / JavaScript (React),"Python, Javascript / Typescript, SQL, AWS, Docker, React, Tailwindcss",90000.0,1000,75000.0,30 in contract (but theoretically unlimited),Full-time employee,Unlimited contract,English,11-50,Startup,No
32.0,Male,Munich,Software Engineer,10,6,Senior,Java,"Javascript / Typescript, Go",88000.0,120000,86000.0,30,Full-time employee,Unlimited contract,English,1000+,Product,No
31.0,Male,Berlin,DevOps,11,4,Senior,Terraform,"PHP, SQL, AWS, Docker",81000.0,0,75000.0,28,Full-time employee,Unlimited contract,English,101-1000,Startup,No
38.0,Male,Berlin,Mobile Developer,10,4,Senior,Swift,"Swift, Objective-C",70000.0,0,70000.0,24,Full-time employee,Unlimited contract,English,1000+,Product,Yes
25.0,Male,Berlin,Solutions Architect,6,2,Middle,Apache Spark,"Python, Java / Scala",100000.0,20000,73000.0,30,Full-time employee,Unlimited contract,English,1000+,Product,No
24.0,Male,Tallinn,Software Engineer,3,0,Junior,Java,"Python, SQL",30000.0,0,28800.0,28,Full-time employee,Unlimited contract,English,11-50,Product,No
27.0,Male,Prague,Software Engineer,3,0,Middle,.NET,"Javascript / Typescript, Java / Scala, SQL",21120.0,3520,16560.0,21,Full-time employee,Temporary contract,Czech,11-50,Product,No
30.0,Male,Utrecht,Data Scientist,2,0,Middle,Python,Google Cloud,48000.0,10000,41000.0,25,Full-time employee,Temporary contract,English,1000+,Product,No
46.0,Male,Frankfurt,Software Engineer,23,16,Senior,C#,"C/C++, Javascript / Typescript, .NET, SQL, Azure",90000.0,96000,76000.0,30,Full-time employee,Unlimited contract,German,1000+,Consulting / Agency,No
40.0,Male,Braunschweig ,SAP BW Senior Consultant ,11,11,Senior,SAP BW / ABAP,SAP / ABAP,75000.0,5000,72000.0,30,Full-time employee,Unlimited contract,German,1000+,Finance,No
38.0,Male,Berlin,Software Engineer,16,2,Senior,ABAP,"PHP, SQL, SAP / ABAP, Delphi",83000.0,11000,80000.0,27,Full-time employee,Unlimited contract,English,1000+,Startup,No
32.0,Male,Hamburg,Software Engineer,12,7,Senior,Java,"Kotlin, PHP, Javascript / Typescript, Java / Scala",66300.0,1000,65000.0,28,Full-time employee,Unlimited contract,German,101-1000,Product,No
37.0,Male,Stuttgart ,Software Engineer,9,5,Senior,Qml,C/C++,60000.0,0,60000.0,30,Full-time employee,Unlimited contract,English,101-1000,Consulting / Agency,No
33.0,Male,Berlin,Director of Engineering,10,5,Director,PHP,"PHP, Javascript / Typescript, Java / Scala, SQL, AWS, Docker",100000.0,0,84000.0,30,Full-time employee,Unlimited contract,English,1000+,Product,No
36.0,Male,Munich,IT Spezialist,15,6,Senior,AWS,"Javascript / Typescript, Java / Scala, AWS, Docker",79300.0,11900,73000.0,30,Full-time employee,Unlimited contract,German,1000+,Product,No
27.0,Male,Frankfurt,Software Engineer,5,3,Middle,C#/.NET,"C/C++, SQL, VBA",48000.0,0,45000.0,28,Full-time employee,Unlimited contract,English,up to 10,Consulting / Agency,No
28.0,Male,Berlin,Software Engineer,6,2,Middle,PHP,"Javascript / Typescript, SQL, Go, Docker",60000.0,0,60000.0,26,Full-time employee,Unlimited contract,English,101-1000,E-commerce,No
34.0,Male,Berlin,Software Engineer,10,2,Senior,.NET,Python,60000.0,0,55000.0,28,Full-time employee,Unlimited contract,English,11-50,Product,No
38.0,Male,Munich,Software Engineer,15,5,Senior,JavaScript,"Javascript / Typescript, .NET, SQL, AWS, Kubernetes, Docker",80000.0,6000,78000.0,30,Full-time employee,Unlimited contract,English,51-100,Corporation,No
23.0,Male,Berlin,Software Engineer,3,3,Middle,JavaScript,AWS,60000.0,6000,52000.0,30,Full-time employee,Unlimited contract,English,1000+,Product,No
30.0,Male,Munich,Software Engineer,10,4,Senior,.NET,"Python, Javascript / Typescript, Azure",75000.0,5000,75000.0,30,Full-time employee,Unlimited contract,English,1000+,Product,No
31.0,Male,Berlin,ML Engineer,4,4,Junior,Python,"Python, Java / Scala, AWS",62000.0,8000,50000.0,30,Full-time employee,Unlimited contract,German,1000+,Product,No
42.0,Male,Berlin,Software Engineer,17,9,Senior,Go,"Ruby, AWS, Kubernetes, Docker",75000.0,8000,73000.0,28,Full-time employee,Unlimited contract,English,101-1000,Startup,No
27.0,Male,Berlin,Software Engineer,6,3,Middle,Java,"C/C++, Kubernetes, Docker",82000.0,12000,94000.0,30,Full-time employee,Unlimited contract,English,1000+,Product,No
35.0,Male,Munich,Backend Developer,14,2.5,Senior,Java,"Kotlin, Java / Scala, SQL, Kubernetes, Docker",77000.0,0,69300.0,30,Full-time employee,Unlimited contract,English,101-1000,Startup,No
39.0,Male,Berlin,Manager,11,9,Head,Python,"Python, Kotlin, Java / Scala, AWS",180000.0,150000,130000.0,28,Full-time employee,Unlimited contract,English,1000+,Product,No
38.0,Male,Berlin,Data Scientist,15,2,Head,Python,"Python, SQL, SAP / ABAP, AWS",100000.0,120000,80000.0,27,Full-time employee,Unlimited contract,English,101-1000,Startup,No
31.0,Male,Hamburg,ML Engineer,3,3,Lead,Python,"Kubernetes, Docker",70000.0,0,65000.0,30,Full-time employee,Unlimited contract,English,11-50,Startup,No
30.0,Male,Berlin,Software Engineer,10,4,Senior,Java,"PHP, Java / Scala",70000.0,0,70000.0,27,Full-time employee,Unlimited contract,English,11-50,Startup,No
33.0,Male,Munich,Software Engineer,9,9,Lead,Java,"Python, Kotlin, Javascript / Typescript, SQL, AWS, Docker",100000.0,0,100000.0,29,Full-time employee,Unlimited contract,German,51-100,Product,No
31.0,Male,Berlin,Mobile Developer,10,3,Senior,Swift,Swift,80000.0,13500,64000.0,27,Full-time employee,Unlimited contract,English,1000+,Product,No
33.0,Male,Nuremberg ,Data Scientist,2,2,Middle,Python,"R, SQL, AWS, Kubernetes, Docker",54000.0,0,54000.0,30,Full-time employee,Unlimited contract,English,1000+,Market Research ,No
43.0,Male,Munich,Consultant ,21,3,Senior,Java,"Javascript / Typescript, .NET, Java / Scala, Docker",72000.0,0,63000.0,28,Full-time employee,Unlimited contract,German,101-1000,Consulting / Agency,No
33.0,Male,Nürnberg,Software Engineer,9,9,Senior,Javascript / Typescript,"Python, Java / Scala, SQL, Azure, Docker",60000.0,25000,60000.0,30,Full-time employee,Unlimited contract,German,1000+,Consulting / Agency,No
33.0,Male,Berlin,Software Engineer,12,5,Lead,Go,"Go, AWS, Docker",120000.0,50000,104000.0,30,Full-time employee,Unlimited contract,English,101-1000,Product,No
40.0,Male,Berlin,QA Engineer,11,11,Senior,Python,"Python, Java / Scala",60000.0,1000,60000.0,28,Full-time employee,Unlimited contract,German,101-1000,Product,No
40.0,Male,Bodensee,Product Manager,17,9,Lead,Linux Kernel,C/C++,81000.0,7000,81000.0,30,Full-time employee,Unlimited contract,German,11-50,Product,No
39.0,Male,Berlin,Data Scientist,7,4,Senior,several,"Python, SQL, AWS, Docker, unix shell scripts",70000.0,70000,65000.0,28,Full-time employee,Unlimited contract,English,101-1000,Startup,No
25.0,Male,Berlin,Software Engineer,6,2,Middle,Java,"Python, Java / Scala, Go, AWS, Kubernetes, Docker",63700.0,1600,60000.0,29,Full-time employee,Unlimited contract,English,1000+,e-commerce,No
28.0,Male,Berlin,Data Scientist,4,4,Middle,Python,"Java / Scala, R, SQL, Docker, Julia ",70000.0,5500,70000.0,28,Full-time employee,Unlimited contract,English,101-1000,Product,No
39.0,Male,Munich,Software Architect,20,12,Lead,embedded,"C/C++, Clojure, Assembly",122000.0,45000,118000.0,28,Full-time employee,Unlimited contract,English,1000+,Product,No
37.0,Male,Berlin,QA Engineer,6,6,Middle,Java/Groovy,"AWS, Docker",69200.0,0,67100.0,28,Full-time employee,Unlimited contract,English,101-1000,SaaS,No
32.0,Male,Munich,Software Engineer,7,1,Senior,Python,"Python, Javascript / Typescript, SQL, Docker",72000.0,0,65000.0,29,Full-time employee,Unlimited contract,English,11-50,Startup,No
26.0,Male,Berlin,Data Scientist,5,3,Middle,Python,"SQL, AWS, Kubernetes, Docker",59000.0,0,55000.0,26,Full-time employee,Unlimited contract,English,101-1000,Startup,No
36.0,Male,Berlin,Software Engineer,10,10,Senior,TypeScript,"Javascript / Typescript, .NET, Azure",88000.0,0,80000.0,28,Full-time employee,Unlimited contract,German,1000+,Product,No
28.0,Male,Berlin,Data Engineer,5,1,Middle,Scala,Java / Scala,65000.0,0,60000.0,30,Full-time employee,Unlimited contract,English,101-1000,Product,No
29.0,Male,Milan,Data Scientist,4,0,Middle,Python + SQL,"Python, SQL, Spark",37500.0,0,35000.0,16,Full-time employee,Unlimited contract,Italian,101-1000,Consulting / Agency,No
32.0,Male,Berlin,Software Engineer,10,5,Middle,JavaScript,"Javascript / Typescript, SQL, AWS, Docker",65000.0,5000,65000.0,24,Full-time employee,Unlimited contract,English,51-100,Startup,No
28.0,Male,Munich,Software Engineer,5,4,Middle,Java,"Javascript / Typescript, Java / Scala, AWS, Docker",56000.0,8000,52000.0,25,Full-time employee,Unlimited contract,English,11-50,Startup,No
33.0,Male,Berlin,Software Engineer,16,5,Senior,Java,"Python, Kotlin, Java / Scala, Go, Rust, AWS, Kubernetes, Docker",83000.0,17000,80000.0,27,Full-time employee,Unlimited contract,English,1000+,Product,No
34.0,Male,Munich,QA Engineer,5,2,Senior,Java,"Kotlin, Swift",76500.0,0,72000.0,3,Full-time employee,Unlimited contract,English,1000+,Product,No
31.0,Male,Berlin,Frontend Developer,8,3.5,Senior,TypeScript,"Javascript / Typescript, Google Cloud, Kubernetes, Docker",60000.0,0,55000.0,30,Full-time employee,Unlimited contract,English,11-50,Product,No
31.0,Male,Munich,Frontend Developer,8,3,Senior,"Typescript, Web apps",Javascript / Typescript,79000.0,5000,67000.0,30,Full-time employee,Unlimited contract,English,1000+,Product,No
31.0,Male,Berlin,Data Scientist,5,3,Middle,Python,"Python, Java / Scala, SQL, AWS, Docker",90000.0,18000,90000.0,27,Full-time employee,Unlimited contract,English,101-1000,Product,No
27.0,Male,Berlin,ML Engineer,6,1,Middle,Python,AWS,82000.0,38500,78000.0,28,Full-time employee,Unlimited contract,English,1000+,Product,Yes
29.0,Male,Berlin,Backend Developer,10,5,Senior,Scala,"Java / Scala, SQL, Go, Google Cloud, Kubernetes, Docker",78000.0,2000,75000.0,30,Full-time employee,Unlimited contract,English,11-50,Startup,No
31.0,Male,Salzburg,Chief Research Officer,10,2,C-level executive manager,Python,"Python, C/C++, AWS, Kubernetes, Docker",115000.0,25000,81000.0,25,Full-time employee,Unlimited contract,English,51-100,Startup,No
32.0,Male,Berlin,QA Engineer,7,3.5,Senior,Swift,Javascript / Typescript,65000.0,0,62000.0,24,Full-time employee,Temporary contract,English,51-100,Startup,No
35.0,Male,Berlin,SRE,10,3,Senior,Terraform ,"Python, AWS, Kubernetes",75000.0,10000,75000.0,28,Full-time employee,Unlimited contract,English,101-1000,Product,No
28.0,Male,Rome,ML Engineer,2,0,Middle,Java,"Python, C/C++",36000.0,2400,28000.0,36,Full-time employee,Unlimited contract,English,1000+,Product,No
26.0,Male,Berlin,Data Engineer,2,2,Middle,Python,"Python, SQL, AWS, Google Cloud, Kubernetes, Docker",54000.0,1000,31000.0,27,Full-time employee,Unlimited contract,English,1000+,Product,No
25.0,Male,Berlin,Data Engineer,3,3,Senior,Scala,"Python, Java / Scala, SQL, Go, AWS, Google Cloud, Kubernetes, Docker",65000.0,10000,58000.0,27,Full-time employee,Unlimited contract,English,1000+,Product,No
27.0,Male,Berlin,DevOps,4,4,Middle,AWS,"Python, AWS, Docker",66000.0,6000,61200.0,30,Full-time employee,Unlimited contract,English,101-1000,Consulting / Agency,No
38.0,Male,Berlin,Freelance AI lead / advisor,20,7,Head,C,"Python, C/C++, Docker",200000.0,200000,80000.0,0,Self-employed (freelancer),0,English,up to 10,Consulting / Agency,Yes
29.0,Male,Berlin,Frontend Developer,3,3,Middle,React ,Javascript / Typescript,43000.0,4300,43000.0,28,Full-time employee,Unlimited contract,English,51-100,Product,No
30.0,Male,Berlin,Frontend Developer,4,2,Senior,TypeScript,Javascript / Typescript,73000.0,0,70000.0,26,Full-time employee,Unlimited contract,English,101-1000,Product,No
30.0,Male,Berlin,Frontend Developer,11,5,Senior,TypeScript,Java / Scala,74000.0,11000,72000.0,28,Full-time employee,Unlimited contract,English,1000+,Product,No
40.0,Male,Berlin,Engineering manager,15,6,Head,Python,"Python, SQL, Perl, AWS, Google Cloud, Docker",80000.0,0,65000.0,28,Full-time employee,Unlimited contract,English,1000+,Product,No
35.0,Male,Berlin,Software Engineer,15,4,Principal,C++,"Python, Swift, Java / Scala",77000.0,20000,77000.0,30,Full-time employee,Unlimited contract,English,1000+,Product,No
31.0,Male,Berlin,Software Engineer,8,1,Senior,"Java, Kotlin","Kotlin, Java / Scala, AWS",77000.0,0,72000.0,27,Full-time employee,Unlimited contract,English,1000+,Product,No
38.0,Male,Berlin,Data Scientist,15,3,Senior,Python,"Python, SQL, AWS",56000.0,59000,56000.0,21,Full-time employee,Unlimited contract,English,11-50,Product,No
39.0,Male,Hamburg,Data Scientist,10,10,Senior,R,"Python, R, SQL",80000.0,0,80000.0,30,Full-time employee,Unlimited contract,English,1000+,Energy ,No
36.0,Male,Berlin,Engineering Manager,18,10,Head,C++,"Python, Swift, Java / Scala",98000.0,25000,98000.0,30,Full-time employee,Unlimited contract,English,1000+,Product,No
41.0,Male,Berlin,Backend Developer,20,5,Senior,Python,"Python, SQL, AWS, Kubernetes, Docker",93000.0,1000,88000.0,29,Full-time employee,Unlimited contract,English,1000+,Product,No
41.0,Male,Berlin,Software Engineer,18,7,Lead,PHP,"SQL, Google Cloud, Kubernetes, Docker",100000.0,100000,80000.0,28,Full-time employee,Unlimited contract,English,51-100,Product,No
33.0,Male,Berlin,Software Engineer,10,3,Lead,JavaScript,"Javascript / Typescript, AWS, Docker",75000.0,0,70000.0,26,Full-time employee,Unlimited contract,English,101-1000,Startup,No
31.0,Male,Munich,Software Engineer,3,3,Middle,JavaScript,"Javascript / Typescript, Java / Scala",63000.0,63909,50400.0,30,Full-time employee,Unlimited contract,German,51-100,Product,No
45.0,Male,Berlin,Backend Developer,30,1,Senior,PHP,"Javascript / Typescript, Go, AWS, Google Cloud, Docker",55000.0,0,55000.0,24,Full-time employee,Unlimited contract,English,11-50,Startup,No
37.0,Male,Berlin,Embedded Software Engineer,15,1,Senior,C/C++,"Python, C/C++",78000.0,0,78000.0,28,Full-time employee,Unlimited contract,English,1000+,Product,No
31.0,Male,Berlin,Software Engineer,9,5,Lead,JavaScript,"AWS, Docker",99000.0,99000,89000.0,30,Full-time employee,Unlimited contract,English,101-1000,Startup,No
32.0,Male,Amsterdam,Backend Developer,15,0,Senior,Golang,"Python, Javascript / Typescript, SQL, AWS, Kubernetes, Docker",90000.0,0,90000.0,25,Full-time employee,Unlimited contract,English,11-50,Product,No
36.0,Male,Berlin,Backend Developer,14,12,Middle,JavaScript,Docker,75000.0,0,73500.0,30,Full-time employee,Unlimited contract,English,101-1000,Product,No
40.0,Male,Karlsruhe,Team Manager,20,6,Lead,C#,"Python, .NET, Azure, Kubernetes, Docker",85000.0,15000,80000.0,30,Full-time employee,Unlimited contract,English,1000+,Enterprise,No
35.0,Male,Frankfurt,Backend Developer,15,15,Senior,C,"Python, Javascript / Typescript, SQL, Docker",63000.0,7000,63000.0,30,Full-time employee,Unlimited contract,German,51-100,Product,No
33.0,Male,Berlin,Software Engineer,10,6,Lead,C/C++,C/C++,95000.0,15000,75000.0,30,Full-time employee,Unlimited contract,English,1000+,Product,No
31.0,Male,Berlin,Software Engineer,4,2,Middle,Java,"Kotlin, Javascript / Typescript, Docker",67000.0,70500,50000.0,30,Full-time employee,Unlimited contract,English,1000+,Product,No
31.0,Male,Boeblingen,QA Engineer,6,3,Senior,Python,"Python, Squish",53000.0,0,53000.0,30,Full-time employee,Unlimited contract,English,1000+,Consulting / Agency,No
35.0,Male,Berlin,Data Analyst,9,9,Senior,Python,"Python, SQL, AWS, Kubernetes, Docker",77000.0,0,70000.0,28,Full-time employee,Unlimited contract,German,101-1000,Startup,No
35.0,Male,Berlin,Software Engineer,15,10,Senior,.NET,"C/C++, .NET, Go, Docker",80000.0,80000,67000.0,30,Full-time employee,Unlimited contract,English,11-50,Consulting / Agency,No
41.0,Male,Berlin,DevOps,20,14,Senior,"Linux/UNIX, GIT, Virtualisation Platforms, *shell(s) scripts","Python, Javascript / Typescript, SQL, AWS, Google Cloud, Kubernetes, Docker",58800.0,20700,56400.0,35,Full-time employee,Unlimited contract,German,1000+,Bloody enterprise,No
33.0,Male,Berlin,DevOps,8,3,Senior,AWS,"Python, AWS, Kubernetes, Docker",75000.0,1000,72500.0,30,Full-time employee,Unlimited contract,English,1000+,service,No
33.0,Male,Berlin,Data Engineer,13,3,Senior,Python,"Python, Java / Scala, SQL, AWS, Kubernetes, Docker",85000.0,5000,75000.0,26,Full-time employee,Unlimited contract,English,101-1000,Startup,No
38.0,Male,Munich,Software Engineer,15,2,Senior,Java,"Java / Scala, Kubernetes, Docker",70000.0,75000,70000.0,26,Full-time employee,Unlimited contract,English,11-50,Product,No
35.0,Male,Berlin,Software Engineer,10,6,Senior,PHP,"Python, PHP, Javascript / Typescript, SQL",78000.0,78000,78000.0,27,Full-time employee,Unlimited contract,German,up to 10,Product,No
49.0,Male,Munich,Software Engineer,27,19,Senior,Java,"Javascript / Typescript, Java / Scala, SQL, Docker, Groovy",57000.0,0,57000.0,30,Full-time employee,Unlimited contract,German,101-1000,Consulting / Agency,No
32.0,Male,Berlin,Software Engineer,10,7,Lead,TypeScript,Javascript / Typescript,120000.0,0,90000.0,0,Self-employed (freelancer),Temporary contract,Deuglisch,1000+,Concern,Yes
31.0,Male,Paris,Mobile Developer,8,0,Senior,Swift,Swift,60000.0,6000,60000.0,30,Full-time employee,Unlimited contract,English,101-1000,Product,No
28.0,Male,Cologne,Backend Developer,4,4,Middle,Java,Pl/sql,44000.0,6000,44000.0,30,Full-time employee,Unlimited contract,German,101-1000,Product,No
27.0,Male,Berlin,Software Engineer,2,1,Lead,DWH,SQL,90000.0,7000,97000.0,31,Full-time employee,Unlimited contract,English,1000+,Product,No
29.0,Male,Berlin,Frontend Developer,8,5,Head,JavaScript,"Kubernetes, Docker",82500.0,0,65000.0,30,Full-time employee,Unlimited contract,English,1000+,Product,No
28.0,Male,Berlin,QA Engineer,5,1,Middle,QA,Python,60000.0,0,58000.0,30,Full-time employee,Unlimited contract,English,101-1000,Product,No
38.0,Male,Dublin ,Mobile Developer,16,0,Senior,Swift,"Swift, Java / Scala",85000.0,0,85000.0,24,Full-time employee,Unlimited contract,English,101-1000,Product,No
29.0,Male,Berlin,Data Engineer,3,3,Middle,Azure,"Python, SQL, Azure",54000.0,6000,45000.0,30,Full-time employee,Unlimited contract,German,1000+,Utilities,No
30.0,Male,Stockholm,Backend Developer,7,2.5,Senior,C++,"Python, C/C++, Java / Scala, AWS, Kubernetes, Docker",65000.0,9000,60000.0,33,Full-time employee,Unlimited contract,English,1000+,Product,No
37.0,Male,Berlin,Mobile Developer,16,2,Senior,iOS,"Kotlin, C/C++, Swift, Ruby",65000.0,0,55000.0,30,Full-time employee,Unlimited contract,English,101-1000,Product,No
